FlightNum,CarrierCode,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,Distance
6962,UA,DEN,LAX,2023-11-08 07:00:00,2023-11-08 07:21:00,2023-11-08 18:00:00,2023-11-08 19:44:00,2306
7492,UA,JFK,ATL,2023-06-08 00:00:00,2023-06-08 00:18:00,2023-06-08 10:00:00,2023-06-08 11:34:00,2148
1169,LH,LAX,SEA,2023-04-18 11:00:00,2023-04-18 11:14:00,2023-04-18 19:00:00,2023-04-18 19:44:00,1405
8657,QF,DFW,JFK,2023-08-01 07:00:00,2023-08-01 07:00:00,2023-08-01 22:00:00,2023-08-01 22:11:00,3098
1322,DL,ORD,DFW,2023-02-04 16:00:00,2023-02-04 17:02:00,2023-02-05 06:00:00,2023-02-05 07:12:00,1222
8898,AF,LAX,DFW,2023-01-30 11:00:00,2023-01-30 11:12:00,2023-01-30 20:00:00,2023-01-30 21:59:00,4963
9586,EK,BOS,JFK,2023-06-27 10:00:00,2023-06-27 10:56:00,2023-06-27 18:00:00,2023-06-27 18:15:00,801
1208,UA,JFK,DEN,2023-04-14 04:00:00,2023-04-14 04:56:00,2023-04-14 10:00:00,2023-04-14 11:21:00,3190
5370,AA,JFK,DFW,2023-05-29 13:00:00,2023-05-29 13:27:00,2023-05-30 03:00:00,2023-05-30 02:43:00,1502
1250,DL,BOS,ATL,2023-11-11 15:00:00,2023-11-11 15:31:00,2023-11-12 00:00:00,2023-11-12 01:34:00,4579
1162,UA,SEA,JFK,2023-09-07 06:00:00,2023-09-07 06:07:00,2023-09-07 12:00:00,2023-09-07 11:42:00,3505
9753,AA,SFO,DFW,2023-12-29 10:00:00,2023-12-29 10:55:00,2023-12-29 18:00:00,2023-12-29 19:57:00,4290
6267,BA,SEA,DEN,2023-04-25 23:00:00,2023-04-26 00:43:00,2023-04-26 05:00:00,2023-04-26 06:30:00,2528
2146,UA,JFK,MIA,2023-07-17 18:00:00,2023-07-17 18:04:00,2023-07-18 04:00:00,2023-07-18 04:34:00,3561
8746,EK,SFO,SEA,2023-09-13 03:00:00,2023-09-13 04:49:00,2023-09-13 07:00:00,2023-09-13 08:29:00,862
9731,DL,JFK,BOS,2023-12-29 17:00:00,2023-12-29 17:27:00,2023-12-30 01:00:00,2023-12-30 02:30:00,1220
3336,AA,BOS,SEA,2023-05-04 22:00:00,2023-05-04 23:05:00,2023-05-05 03:00:00,2023-05-05 02:54:00,2129
3900,SQ,SFO,ORD,2023-08-11 10:00:00,2023-08-11 11:56:00,2023-08-11 22:00:00,2023-08-11 22:34:00,1745
3987,SQ,ATL,SEA,2023-06-10 02:00:00,2023-06-10 02:38:00,2023-06-10 15:00:00,2023-06-10 16:03:00,3822
3955,SW,JFK,MIA,2023-09-22 04:00:00,2023-09-22 04:35:00,2023-09-22 13:00:00,2023-09-22 12:42:00,2641
8559,DL,SFO,MIA,2023-06-27 08:00:00,2023-06-27 07:58:00,2023-06-27 13:00:00,2023-06-27 12:41:00,931
7699,LH,DEN,BOS,2023-05-01 17:00:00,2023-05-01 18:42:00,2023-05-02 03:00:00,2023-05-02 03:13:00,4412
3147,LH,DEN,ATL,2023-02-05 15:00:00,2023-02-05 14:46:00,2023-02-05 18:00:00,2023-02-05 17:54:00,799
7624,BA,DEN,JFK,2023-11-05 23:00:00,2023-11-05 23:29:00,2023-11-06 06:00:00,2023-11-06 07:56:00,4420
1261,SQ,JFK,ORD,2023-12-13 16:00:00,2023-12-13 16:29:00,2023-12-14 06:00:00,2023-12-14 05:34:00,1367
5189,SQ,ORD,SEA,2023-07-09 10:00:00,2023-07-09 10:36:00,2023-07-10 00:00:00,2023-07-09 23:41:00,3886
6283,AF,SFO,LAX,2023-06-30 15:00:00,2023-06-30 15:33:00,2023-06-30 17:00:00,2023-06-30 16:44:00,1183
3328,AF,JFK,DEN,2023-10-09 17:00:00,2023-10-09 17:38:00,2023-10-09 19:00:00,2023-10-09 19:22:00,4000
3540,BA,BOS,ATL,2023-03-03 23:00:00,2023-03-04 00:13:00,2023-03-04 11:00:00,2023-03-04 11:12:00,1019
5607,SW,DEN,BOS,2023-05-29 00:00:00,2023-05-28 23:55:00,2023-05-29 11:00:00,2023-05-29 12:01:00,3744
3313,DL,SFO,DEN,2023-02-18 20:00:00,2023-02-18 20:36:00,2023-02-19 03:00:00,2023-02-19 03:31:00,3986
2997,LH,ATL,MIA,2023-09-20 03:00:00,2023-09-20 03:27:00,2023-09-20 14:00:00,2023-09-20 14:15:00,3240
3992,AA,JFK,ORD,2023-07-22 08:00:00,2023-07-22 09:37:00,2023-07-22 21:00:00,2023-07-22 22:11:00,674
2641,UA,ATL,SEA,2023-05-22 07:00:00,2023-05-22 07:57:00,2023-05-22 19:00:00,2023-05-22 20:26:00,3212
2785,BA,ATL,DEN,2023-10-11 23:00:00,2023-10-12 00:27:00,2023-10-12 04:00:00,2023-10-12 04:05:00,1596
9415,DL,ATL,SEA,2023-06-05 22:00:00,2023-06-05 21:37:00,2023-06-06 08:00:00,2023-06-06 07:31:00,607
2968,QF,BOS,JFK,2023-03-23 16:00:00,2023-03-23 17:14:00,2023-03-23 18:00:00,2023-03-23 17:38:00,1352
2277,SW,DEN,DFW,2023-03-12 02:00:00,2023-03-12 02:26:00,2023-03-12 04:00:00,2023-03-12 05:00:00,4788
4478,AA,ORD,BOS,2023-01-04 20:00:00,2023-01-04 19:55:00,2023-01-04 23:00:00,2023-01-05 00:19:00,4899
1764,SQ,LAX,SFO,2023-11-29 08:00:00,2023-11-29 08:42:00,2023-11-29 18:00:00,2023-11-29 18:29:00,1340
9845,EK,MIA,LAX,2023-04-08 00:00:00,2023-04-08 00:16:00,2023-04-08 15:00:00,2023-04-08 14:32:00,2918
8875,SW,BOS,DEN,2023-05-17 09:00:00,2023-05-17 10:57:00,2023-05-17 11:00:00,2023-05-17 12:43:00,4412
7447,UA,ATL,DFW,2023-09-22 21:00:00,2023-09-22 22:58:00,2023-09-23 01:00:00,2023-09-23 02:38:00,4918
4117,EK,SEA,SFO,2023-11-14 11:00:00,2023-11-14 10:31:00,2023-11-14 20:00:00,2023-11-14 20:07:00,1618
7463,SW,DFW,ORD,2023-05-02 09:00:00,2023-05-02 09:28:00,2023-05-02 20:00:00,2023-05-02 21:14:00,3728
4454,LH,LAX,MIA,2023-04-22 17:00:00,2023-04-22 18:21:00,2023-04-22 21:00:00,2023-04-22 20:43:00,3451
1024,LH,LAX,ORD,2023-04-17 15:00:00,2023-04-17 15:51:00,2023-04-17 18:00:00,2023-04-17 18:57:00,3643
1640,EK,DFW,LAX,2023-06-22 18:00:00,2023-06-22 18:36:00,2023-06-23 09:00:00,2023-06-23 10:57:00,618
6737,BA,SFO,MIA,2023-08-17 10:00:00,2023-08-17 10:46:00,2023-08-18 00:00:00,2023-08-17 23:53:00,3841
3399,SQ,ATL,SFO,2023-09-02 16:00:00,2023-09-02 17:33:00,2023-09-03 00:00:00,2023-09-03 01:24:00,2829
3591,BA,DFW,JFK,2023-02-08 11:00:00,2023-02-08 11:43:00,2023-02-08 16:00:00,2023-02-08 16:05:00,617
3844,LH,ATL,MIA,2023-01-29 19:00:00,2023-01-29 20:54:00,2023-01-30 01:00:00,2023-01-30 02:09:00,2754
6679,EK,ORD,DEN,2023-10-14 17:00:00,2023-10-14 18:36:00,2023-10-15 02:00:00,2023-10-15 01:30:00,1599
3444,BA,SFO,ATL,2023-11-20 19:00:00,2023-11-20 19:45:00,2023-11-21 05:00:00,2023-11-21 06:53:00,4780
8105,EK,BOS,ATL,2023-08-31 00:00:00,2023-08-31 00:00:00,2023-08-31 11:00:00,2023-08-31 11:22:00,2891
8878,AA,JFK,SEA,2023-11-26 06:00:00,2023-11-26 06:49:00,2023-11-26 15:00:00,2023-11-26 15:17:00,2919
7059,QF,ATL,SEA,2023-04-02 10:00:00,2023-04-02 09:54:00,2023-04-02 19:00:00,2023-04-02 19:05:00,2594
4533,DL,JFK,SFO,2023-05-23 16:00:00,2023-05-23 16:54:00,2023-05-24 01:00:00,2023-05-24 01:35:00,578
2065,AA,LAX,DFW,2023-10-11 05:00:00,2023-10-11 05:43:00,2023-10-11 12:00:00,2023-10-11 11:40:00,2478
1194,UA,ATL,SEA,2023-01-30 20:00:00,2023-01-30 21:58:00,2023-01-31 04:00:00,2023-01-31 05:58:00,4976
8928,DL,DFW,BOS,2023-04-03 13:00:00,2023-04-03 14:55:00,2023-04-04 02:00:00,2023-04-04 01:54:00,2698
6837,BA,LAX,MIA,2023-05-31 20:00:00,2023-05-31 20:07:00,2023-06-01 00:00:00,2023-06-01 00:19:00,3205
1218,DL,MIA,DFW,2023-04-12 18:00:00,2023-04-12 17:55:00,2023-04-13 01:00:00,2023-04-13 02:57:00,3027
1557,UA,BOS,ATL,2023-02-10 17:00:00,2023-02-10 17:20:00,2023-02-11 01:00:00,2023-02-11 02:10:00,4423
2381,UA,BOS,ATL,2023-06-11 00:00:00,2023-06-11 00:02:00,2023-06-11 03:00:00,2023-06-11 03:36:00,1768
8732,AA,LAX,SEA,2023-06-28 10:00:00,2023-06-28 10:38:00,2023-06-29 00:00:00,2023-06-28 23:35:00,1678
3847,LH,JFK,LAX,2023-08-11 13:00:00,2023-08-11 14:56:00,2023-08-11 17:00:00,2023-08-11 17:40:00,4612
2845,UA,DEN,DFW,2023-06-01 12:00:00,2023-06-01 13:40:00,2023-06-01 14:00:00,2023-06-01 14:55:00,2142
4080,AF,ATL,SFO,2023-06-09 21:00:00,2023-06-09 21:57:00,2023-06-10 10:00:00,2023-06-10 09:42:00,1665
2056,AA,LAX,JFK,2023-12-21 12:00:00,2023-12-21 13:03:00,2023-12-21 19:00:00,2023-12-21 19:50:00,1797
2651,SW,ATL,SFO,2023-11-02 00:00:00,2023-11-01 23:52:00,2023-11-02 09:00:00,2023-11-02 10:47:00,3310
5055,AA,ORD,JFK,2023-01-24 00:00:00,2023-01-24 01:35:00,2023-01-24 05:00:00,2023-01-24 04:41:00,4863
8229,QF,BOS,ATL,2023-04-07 20:00:00,2023-04-07 19:47:00,2023-04-08 09:00:00,2023-04-08 10:41:00,1149
2044,LH,LAX,DFW,2023-03-25 05:00:00,2023-03-25 05:53:00,2023-03-25 07:00:00,2023-03-25 06:31:00,818
8197,AA,BOS,DFW,2023-11-20 01:00:00,2023-11-20 01:51:00,2023-11-20 03:00:00,2023-11-20 02:37:00,2926
7384,AF,DFW,SFO,2023-11-17 06:00:00,2023-11-17 06:57:00,2023-11-17 08:00:00,2023-11-17 07:36:00,2590
5404,QF,BOS,SEA,2023-12-29 11:00:00,2023-12-29 10:48:00,2023-12-30 01:00:00,2023-12-30 02:26:00,4099
7016,DL,ATL,MIA,2023-06-12 06:00:00,2023-06-12 06:06:00,2023-06-12 09:00:00,2023-06-12 08:47:00,2403
6916,QF,ATL,SFO,2023-09-15 19:00:00,2023-09-15 19:40:00,2023-09-16 02:00:00,2023-09-16 01:35:00,903
7229,AF,JFK,BOS,2023-11-04 01:00:00,2023-11-04 02:19:00,2023-11-04 07:00:00,2023-11-04 06:53:00,2309
7663,SQ,ORD,ATL,2023-09-18 14:00:00,2023-09-18 13:49:00,2023-09-19 01:00:00,2023-09-19 02:57:00,4268
7573,UA,SEA,DFW,2023-08-15 02:00:00,2023-08-15 02:07:00,2023-08-15 13:00:00,2023-08-15 13:48:00,2919
8906,UA,BOS,JFK,2023-05-18 06:00:00,2023-05-18 07:20:00,2023-05-18 11:00:00,2023-05-18 12:52:00,960
1407,EK,ORD,LAX,2023-01-05 23:00:00,2023-01-05 23:35:00,2023-01-06 04:00:00,2023-01-06 04:12:00,1813
3796,LH,DEN,ATL,2023-11-10 08:00:00,2023-11-10 09:00:00,2023-11-10 20:00:00,2023-11-10 20:47:00,2356
3378,SW,BOS,SEA,2023-02-18 23:00:00,2023-02-18 23:42:00,2023-02-19 09:00:00,2023-02-19 10:51:00,941
7955,LH,MIA,JFK,2023-10-23 16:00:00,2023-10-23 15:54:00,2023-10-24 07:00:00,2023-10-24 08:15:00,2918
3862,UA,SFO,JFK,2023-02-10 20:00:00,2023-02-10 20:54:00,2023-02-11 05:00:00,2023-02-11 06:38:00,2960
3629,UA,SEA,MIA,2023-03-27 21:00:00,2023-03-27 21:12:00,2023-03-28 11:00:00,2023-03-28 11:02:00,3576
2404,AA,SEA,BOS,2023-01-07 20:00:00,2023-01-07 21:25:00,2023-01-08 04:00:00,2023-01-08 05:06:00,3550
1248,LH,SEA,LAX,2023-12-21 11:00:00,2023-12-21 11:44:00,2023-12-21 14:00:00,2023-12-21 15:27:00,1120
1740,AA,SFO,MIA,2023-05-09 19:00:00,2023-05-09 19:03:00,2023-05-09 22:00:00,2023-05-09 23:49:00,1598
5807,LH,SEA,ATL,2023-11-07 00:00:00,2023-11-06 23:38:00,2023-11-07 14:00:00,2023-11-07 14:32:00,4707
3198,QF,BOS,JFK,2023-06-24 20:00:00,2023-06-24 20:23:00,2023-06-25 09:00:00,2023-06-25 08:31:00,1626
1158,LH,JFK,ATL,2023-04-13 20:00:00,2023-04-13 20:50:00,2023-04-14 06:00:00,2023-04-14 07:50:00,3930
3602,EK,MIA,DFW,2023-01-19 07:00:00,2023-01-19 08:12:00,2023-01-19 19:00:00,2023-01-19 19:29:00,3537
1038,SW,BOS,ORD,2023-08-08 19:00:00,2023-08-08 19:36:00,2023-08-09 00:00:00,2023-08-08 23:48:00,2994
6204,SW,DFW,MIA,2023-02-19 00:00:00,2023-02-19 00:46:00,2023-02-19 12:00:00,2023-02-19 11:39:00,1965
9748,LH,MIA,SEA,2023-06-23 23:00:00,2023-06-24 00:16:00,2023-06-24 10:00:00,2023-06-24 10:04:00,1622
8146,UA,SFO,DEN,2023-10-31 08:00:00,2023-10-31 07:44:00,2023-10-31 11:00:00,2023-10-31 11:54:00,2701
8293,SW,ORD,SFO,2023-03-08 03:00:00,2023-03-08 04:52:00,2023-03-08 11:00:00,2023-03-08 12:37:00,2630
4974,DL,LAX,BOS,2023-12-17 01:00:00,2023-12-17 01:32:00,2023-12-17 03:00:00,2023-12-17 02:42:00,1565
2346,DL,JFK,MIA,2023-01-05 13:00:00,2023-01-05 12:35:00,2023-01-05 16:00:00,2023-01-05 17:18:00,1473
1356,LH,MIA,DEN,2023-06-08 09:00:00,2023-06-08 09:08:00,2023-06-08 15:00:00,2023-06-08 16:46:00,1349
8396,QF,DEN,SFO,2023-07-06 16:00:00,2023-07-06 17:42:00,2023-07-06 22:00:00,2023-07-06 23:15:00,3710
4899,SW,ATL,SEA,2023-11-03 05:00:00,2023-11-03 05:11:00,2023-11-03 13:00:00,2023-11-03 14:17:00,2289
6237,AA,ORD,DEN,2023-06-26 11:00:00,2023-06-26 12:53:00,2023-06-26 13:00:00,2023-06-26 14:16:00,1276
4610,LH,JFK,MIA,2023-10-06 23:00:00,2023-10-06 22:41:00,2023-10-07 07:00:00,2023-10-07 08:23:00,3198
6982,AA,JFK,LAX,2023-07-25 04:00:00,2023-07-25 05:14:00,2023-07-25 11:00:00,2023-07-25 12:51:00,4091
2659,AF,MIA,ATL,2023-09-15 14:00:00,2023-09-15 14:12:00,2023-09-15 22:00:00,2023-09-15 21:56:00,1566
3446,AF,ORD,DFW,2023-03-05 10:00:00,2023-03-05 10:11:00,2023-03-05 19:00:00,2023-03-05 19:33:00,3144
2976,AA,JFK,ORD,2023-07-09 22:00:00,2023-07-09 23:45:00,2023-07-10 05:00:00,2023-07-10 05:36:00,1511
3127,AA,DEN,SEA,2023-06-15 16:00:00,2023-06-15 16:01:00,2023-06-16 01:00:00,2023-06-16 02:32:00,1801
7648,UA,SEA,JFK,2023-06-27 14:00:00,2023-06-27 13:34:00,2023-06-28 05:00:00,2023-06-28 04:40:00,2996
2991,QF,LAX,BOS,2023-10-06 02:00:00,2023-10-06 03:53:00,2023-10-06 14:00:00,2023-10-06 14:21:00,4566
6570,SW,ORD,DFW,2023-09-29 04:00:00,2023-09-29 05:14:00,2023-09-29 06:00:00,2023-09-29 06:46:00,3772
2016,EK,MIA,LAX,2023-09-24 15:00:00,2023-09-24 15:02:00,2023-09-25 05:00:00,2023-09-25 05:01:00,1875
6280,UA,LAX,MIA,2023-03-08 05:00:00,2023-03-08 06:20:00,2023-03-08 16:00:00,2023-03-08 15:38:00,2337
7232,SQ,MIA,ATL,2023-08-04 04:00:00,2023-08-04 05:12:00,2023-08-04 17:00:00,2023-08-04 18:49:00,4608
6616,LH,DEN,DFW,2023-12-01 10:00:00,2023-12-01 10:15:00,2023-12-01 12:00:00,2023-12-01 13:23:00,1030
1679,AF,JFK,ATL,2023-03-09 12:00:00,2023-03-09 11:46:00,2023-03-09 14:00:00,2023-03-09 13:37:00,978
7913,BA,DFW,MIA,2023-06-01 15:00:00,2023-06-01 14:45:00,2023-06-01 20:00:00,2023-06-01 21:30:00,3292
1879,LH,JFK,SEA,2023-11-09 23:00:00,2023-11-09 22:45:00,2023-11-10 13:00:00,2023-11-10 14:49:00,839
6327,DL,LAX,BOS,2023-08-20 13:00:00,2023-08-20 14:42:00,2023-08-20 16:00:00,2023-08-20 17:52:00,2309
3487,EK,ATL,BOS,2023-01-21 04:00:00,2023-01-21 05:38:00,2023-01-21 14:00:00,2023-01-21 13:40:00,2619
3115,AF,SFO,ATL,2023-07-08 21:00:00,2023-07-08 21:51:00,2023-07-08 23:00:00,2023-07-09 00:39:00,3106
4313,EK,MIA,DEN,2023-09-23 05:00:00,2023-09-23 05:27:00,2023-09-23 19:00:00,2023-09-23 19:21:00,3575
9042,BA,SEA,MIA,2023-10-28 23:00:00,2023-10-28 22:47:00,2023-10-29 01:00:00,2023-10-29 01:20:00,1987
8311,AF,JFK,DFW,2023-01-20 23:00:00,2023-01-20 23:44:00,2023-01-21 09:00:00,2023-01-21 08:37:00,2082
4878,BA,DFW,SFO,2023-12-13 17:00:00,2023-12-13 19:00:00,2023-12-13 21:00:00,2023-12-13 22:26:00,1910
6658,AF,SEA,DFW,2023-12-04 11:00:00,2023-12-04 12:37:00,2023-12-04 18:00:00,2023-12-04 19:47:00,2938
1399,AF,BOS,DEN,2023-06-17 23:00:00,2023-06-17 23:54:00,2023-06-18 03:00:00,2023-06-18 04:32:00,2946
1404,AA,ATL,DEN,2023-10-23 05:00:00,2023-10-23 05:17:00,2023-10-23 11:00:00,2023-10-23 12:36:00,2908
6940,EK,BOS,DFW,2023-06-27 19:00:00,2023-06-27 20:39:00,2023-06-28 09:00:00,2023-06-28 10:10:00,2117
9729,LH,LAX,ATL,2023-07-22 14:00:00,2023-07-22 13:37:00,2023-07-23 00:00:00,2023-07-22 23:31:00,4333
6414,EK,ATL,JFK,2023-03-15 07:00:00,2023-03-15 08:18:00,2023-03-15 17:00:00,2023-03-15 18:56:00,2300
3560,SQ,ORD,MIA,2023-07-05 14:00:00,2023-07-05 15:58:00,2023-07-05 20:00:00,2023-07-05 19:59:00,1467
8005,QF,SFO,DEN,2023-02-04 11:00:00,2023-02-04 11:08:00,2023-02-04 15:00:00,2023-02-04 15:37:00,2019
8680,SQ,ATL,SEA,2023-07-07 05:00:00,2023-07-07 05:31:00,2023-07-07 12:00:00,2023-07-07 11:57:00,2537
2724,EK,JFK,LAX,2023-09-03 12:00:00,2023-09-03 11:32:00,2023-09-04 02:00:00,2023-09-04 02:59:00,4985
9976,SQ,ORD,DEN,2023-08-15 15:00:00,2023-08-15 16:35:00,2023-08-16 05:00:00,2023-08-16 05:45:00,2107
1647,LH,DEN,DFW,2023-04-04 04:00:00,2023-04-04 05:13:00,2023-04-04 11:00:00,2023-04-04 12:13:00,3863
5575,QF,MIA,SFO,2023-09-23 17:00:00,2023-09-23 17:37:00,2023-09-24 07:00:00,2023-09-24 07:44:00,1978
3460,BA,ORD,DEN,2023-12-29 17:00:00,2023-12-29 17:39:00,2023-12-29 20:00:00,2023-12-29 19:54:00,1607
7436,AF,SFO,LAX,2023-05-05 19:00:00,2023-05-05 18:53:00,2023-05-06 06:00:00,2023-05-06 07:36:00,967
7918,QF,DEN,BOS,2023-05-25 12:00:00,2023-05-25 13:10:00,2023-05-25 20:00:00,2023-05-25 21:02:00,1470
7408,AF,ORD,ATL,2023-05-05 21:00:00,2023-05-05 20:44:00,2023-05-06 02:00:00,2023-05-06 01:44:00,2268
2453,QF,ATL,LAX,2023-09-11 10:00:00,2023-09-11 10:08:00,2023-09-11 21:00:00,2023-09-11 21:27:00,2746
1188,BA,BOS,ORD,2023-01-10 14:00:00,2023-01-10 15:37:00,2023-01-11 01:00:00,2023-01-11 02:46:00,2487
6115,AF,SFO,BOS,2023-06-28 11:00:00,2023-06-28 12:29:00,2023-06-28 17:00:00,2023-06-28 18:07:00,3194
1579,UA,JFK,BOS,2023-06-27 15:00:00,2023-06-27 16:58:00,2023-06-27 18:00:00,2023-06-27 18:50:00,4568
9969,UA,ATL,SFO,2023-11-21 06:00:00,2023-11-21 06:45:00,2023-11-21 21:00:00,2023-11-21 20:42:00,3416
3717,SQ,DFW,ORD,2023-04-01 22:00:00,2023-04-01 22:22:00,2023-04-02 05:00:00,2023-04-02 05:08:00,3728
6844,AA,DFW,SEA,2023-10-19 08:00:00,2023-10-19 07:53:00,2023-10-19 20:00:00,2023-10-19 21:57:00,852
1888,AA,JFK,LAX,2023-06-16 01:00:00,2023-06-16 00:56:00,2023-06-16 06:00:00,2023-06-16 07:45:00,1302
7600,UA,ORD,BOS,2023-06-19 16:00:00,2023-06-19 16:50:00,2023-06-20 04:00:00,2023-06-20 04:12:00,3329
8992,EK,LAX,ORD,2023-06-29 09:00:00,2023-06-29 08:45:00,2023-06-29 22:00:00,2023-06-29 23:40:00,2121
5054,AF,ORD,MIA,2023-09-06 08:00:00,2023-09-06 09:08:00,2023-09-06 23:00:00,2023-09-07 00:31:00,1083
3617,DL,SFO,DEN,2023-09-08 08:00:00,2023-09-08 07:53:00,2023-09-08 16:00:00,2023-09-08 15:53:00,3437
8254,BA,BOS,JFK,2023-06-27 14:00:00,2023-06-27 14:31:00,2023-06-27 22:00:00,2023-06-27 21:54:00,4405
5182,EK,JFK,SEA,2023-04-17 05:00:00,2023-04-17 06:34:00,2023-04-17 20:00:00,2023-04-17 21:28:00,4056
1649,SQ,SFO,ORD,2023-05-16 20:00:00,2023-05-16 19:38:00,2023-05-17 04:00:00,2023-05-17 04:34:00,2033
5637,EK,DEN,ORD,2023-03-05 02:00:00,2023-03-05 03:42:00,2023-03-05 12:00:00,2023-03-05 13:18:00,2298
3360,AA,SFO,LAX,2023-04-21 16:00:00,2023-04-21 16:56:00,2023-04-21 20:00:00,2023-04-21 20:53:00,1152
4264,AF,SEA,LAX,2023-08-05 15:00:00,2023-08-05 15:34:00,2023-08-06 05:00:00,2023-08-06 06:39:00,3125
9813,QF,JFK,SEA,2023-03-23 19:00:00,2023-03-23 19:20:00,2023-03-24 03:00:00,2023-03-24 03:16:00,4632
7733,AF,LAX,SEA,2023-09-19 08:00:00,2023-09-19 09:09:00,2023-09-19 18:00:00,2023-09-19 19:33:00,3177
5687,UA,JFK,MIA,2023-04-27 12:00:00,2023-04-27 12:01:00,2023-04-27 15:00:00,2023-04-27 14:54:00,2581
5897,SQ,MIA,DFW,2023-09-12 00:00:00,2023-09-12 00:29:00,2023-09-12 10:00:00,2023-09-12 11:13:00,3584
2107,AF,LAX,SEA,2023-08-26 11:00:00,2023-08-26 10:40:00,2023-08-26 22:00:00,2023-08-26 22:14:00,3838
6890,UA,DEN,ORD,2023-11-15 08:00:00,2023-11-15 09:03:00,2023-11-15 21:00:00,2023-11-15 22:05:00,1475
4556,EK,JFK,DFW,2023-06-02 21:00:00,2023-06-02 21:06:00,2023-06-03 08:00:00,2023-06-03 09:19:00,3953
3222,EK,DFW,ORD,2023-02-13 21:00:00,2023-02-13 21:50:00,2023-02-14 09:00:00,2023-02-14 10:58:00,2644
5086,BA,SFO,ORD,2023-02-03 05:00:00,2023-02-03 06:23:00,2023-02-03 11:00:00,2023-02-03 11:49:00,3010
2658,EK,SEA,DFW,2023-03-13 15:00:00,2023-03-13 15:01:00,2023-03-14 04:00:00,2023-03-14 04:55:00,4196
4219,LH,DFW,LAX,2023-01-09 23:00:00,2023-01-10 00:37:00,2023-01-10 11:00:00,2023-01-10 13:00:00,2309
9707,UA,ATL,JFK,2023-04-24 05:00:00,2023-04-24 06:07:00,2023-04-24 08:00:00,2023-04-24 07:39:00,2346
1240,QF,SFO,LAX,2023-01-31 13:00:00,2023-01-31 13:51:00,2023-01-31 16:00:00,2023-01-31 17:55:00,3287
9674,SQ,SEA,DFW,2023-12-25 06:00:00,2023-12-25 05:44:00,2023-12-25 20:00:00,2023-12-25 20:40:00,2858
1896,QF,ATL,ORD,2023-07-27 09:00:00,2023-07-27 09:49:00,2023-07-27 22:00:00,2023-07-27 22:09:00,4230
8802,QF,ATL,SEA,2023-04-05 20:00:00,2023-04-05 20:19:00,2023-04-06 04:00:00,2023-04-06 05:42:00,2273
5485,UA,DFW,SFO,2023-10-22 17:00:00,2023-10-22 18:36:00,2023-10-23 03:00:00,2023-10-23 03:12:00,2702
4118,LH,JFK,MIA,2023-01-12 07:00:00,2023-01-12 06:32:00,2023-01-12 15:00:00,2023-01-12 15:20:00,3275
6538,BA,ORD,DFW,2023-06-30 18:00:00,2023-06-30 19:21:00,2023-06-30 20:00:00,2023-06-30 20:06:00,3050
1775,EK,LAX,DFW,2023-02-03 11:00:00,2023-02-03 12:47:00,2023-02-03 17:00:00,2023-02-03 16:47:00,3594
3074,UA,SEA,DEN,2023-07-12 16:00:00,2023-07-12 17:48:00,2023-07-13 06:00:00,2023-07-13 05:43:00,4604
1284,AF,BOS,SFO,2023-01-04 11:00:00,2023-01-04 12:35:00,2023-01-04 20:00:00,2023-01-04 21:18:00,2743
3909,AF,SFO,SEA,2023-02-01 09:00:00,2023-02-01 09:37:00,2023-02-01 23:00:00,2023-02-01 23:31:00,3971
2567,DL,DEN,BOS,2023-05-24 19:00:00,2023-05-24 18:35:00,2023-05-25 09:00:00,2023-05-25 08:44:00,2905
9986,SW,LAX,ATL,2023-04-08 23:00:00,2023-04-08 23:09:00,2023-04-09 13:00:00,2023-04-09 12:42:00,1644
6414,QF,ORD,ATL,2023-03-09 06:00:00,2023-03-09 06:53:00,2023-03-09 10:00:00,2023-03-09 10:12:00,2088
6571,AA,BOS,DEN,2023-08-01 16:00:00,2023-08-01 17:09:00,2023-08-02 06:00:00,2023-08-02 07:51:00,4569
4577,AF,DEN,DFW,2023-03-06 11:00:00,2023-03-06 12:36:00,2023-03-06 19:00:00,2023-03-06 20:36:00,1971
4748,QF,JFK,DFW,2023-12-03 19:00:00,2023-12-03 18:59:00,2023-12-04 05:00:00,2023-12-04 04:36:00,2729
4151,AA,MIA,JFK,2023-01-04 01:00:00,2023-01-04 01:26:00,2023-01-04 03:00:00,2023-01-04 04:16:00,2137
9862,UA,ATL,SFO,2023-02-20 17:00:00,2023-02-20 17:29:00,2023-02-21 03:00:00,2023-02-21 04:33:00,1754
2014,AF,LAX,JFK,2023-07-03 00:00:00,2023-07-02 23:52:00,2023-07-03 14:00:00,2023-07-03 13:36:00,4799
1526,QF,DEN,ORD,2023-11-27 11:00:00,2023-11-27 11:05:00,2023-11-28 01:00:00,2023-11-28 02:44:00,3038
9400,LH,ATL,JFK,2023-11-12 11:00:00,2023-11-12 12:56:00,2023-11-12 15:00:00,2023-11-12 15:45:00,1827
3812,AA,LAX,ATL,2023-02-16 16:00:00,2023-02-16 16:03:00,2023-02-16 21:00:00,2023-02-16 21:17:00,4261
1741,AF,SFO,JFK,2023-03-14 01:00:00,2023-03-14 02:22:00,2023-03-14 09:00:00,2023-03-14 10:09:00,4410
6018,DL,SFO,JFK,2023-08-24 15:00:00,2023-08-24 16:09:00,2023-08-24 23:00:00,2023-08-24 23:10:00,4303
